    CÓDIGO | DESCRIÇÃO                                                |  PREÇO U$         
     33268 | MP20 QUANTA K2 4B/4CH/TV/2C/WIFI B.BERRY BLANCO          |      52.00
     55690 | MP20 QUANTA K2 4B/4CH/TV/2C/WIFI B.BERRY ROJO            |      52.00
     88923 | MP20 QUANTA K2 4B/4CH/TV/2C/WIFI B.BERRY ROSADO          |      52.00
     43057 | MP22 BAK BK-GPS9780 4B/2CH/TV/2C B.BERRY WIFI BLA        |      93.00
     18655 | MP22 BAK BK-GPS9780 4B/2CH/TV/2C B.BERRY WIFI NEG        |      93.00
     65232 | MP22 BAK BK-GPS9780 4B/2CH/TV/2C B.BERRY WIFI ROJ        |      93.00
     67153 | MP22 BAK MP1530GPS 4B/2CH/TV/2C WIFIBLANCO/TOUCH         |      94.00
     88259 | MP22 QUANTA N1 4B/2CH/TV/2C/WIFI B.BERRY BLANCO          |      73.00
     66387 | MP22 QUANTA N1 4B/2CH/TV/2C/WIFI B.BERRY NEGRO           |      73.00
     99583 | MP22 QUANTA N1 4B/2CH/TV/2C/WIFI B.BERRY ROJO            |      73.00
     99398 | MP23 BAK BK-Q533WF 4B/3CH/TV/2C B.BERRY BLANCO/ROJ       |      56.00
     81727 | MP23 BAK BK-Q533WF 4B/3CH/TV/2C B.BERRY MARRON           |      56.00
     28619 | MP23 BAK BK-Q533WF 4B/3CH/TV/2C B.BERRY NEGRO/ROJ        |      57.00
     53312 | MP23 BAK BK-Q533WF 4B/3CH/TV/2C B.BERRY ROJO             |      57.00
     10396 | MP23 BAK BK-Q533WF 4B/3CH/TV/2C B.BERRY ROSADO           |      57.00
     87203 | MP23 BAK MP203WF 4B/3CH/TV/2C PLATA +RELOGIO             |      58.00
     86735 | MP25 Q7 9105 4B/3CH/TV/1C MARRON (B)                     |      42.00
     56428 | MP25 Q7 9105 4B/3CH/TV/1C ROJO (B)                       |      42.00
     51455 | MP26 BLU D-100 TANGO 4B/1CH/WIFI/ANDROID NEGRO           |     145.00
     82490 | MP27 BAK BK-Q523i 4B/3CH/TV/2C B.BERRY AMARILLO          |      52.00
     82588 | MP27 BAK BK-Q523i 4B/3CH/TV/2C B.BERRY AZUL              |      44.00
     52309 | MP27 BAK BK-Q523i 4B/3CH/TV/2C B.BERRY NEGRO             |      45.00
     53523 | MP27 BAK BK-Q523i 4B/3CH/TV/2C B.BERRY PLATA             |      45.00
     32099 | MP27 BAK BK-Q523i 4B/3CH/TV/2C B.BERRY VERDE             |      44.00
     81073 | MP27 BAK Q103CI 4B/3CH/TV/2C B.BERRY BLANCO              |      55.00
     16192 | MP27 BAK Q103CI 4B/3CH/TV/2C B.BERRY LILA                |      45.00
     42588 | MP27 BAK Q103CI 4B/3CH/TV/2C B.BERRY NEGRO               |      55.00
     68260 | MP27 BAK Q103CI 4B/3CH/TV/2C B.BERRY ROJO                |      45.00
     92831 | MP27 BAK Q103CI 4B/3CH/TV/2C B.BERRY ROSADO              |      55.00
     14111 | MP27 BAK Q53C 4B/3CH/TV/2C B.BERRY ROSADO                |      40.00
     32177 | MP27 BAK Q93CI 4B/3CH/TV/2C B.BERRY BLANCO               |      44.00
     34273 | MP27 BAK Q93CI 4B/3CH/TV/2C B.BERRY LILA                 |      44.00
     42193 | MP27 BAK Q93CI 4B/3CH/TV/2C B.BERRY ROJO                 |      44.00
     26729 | MP27 BAK Q93CI 4B/3CH/TV/2C B.BERRY ROSADO               |      44.00
     93057 | MP27 BAK Q93CI 4B/3CH/TV/2C B.BERRY VERDE                |      44.00
     21272 | MP3   2GB IPOD APPLE SHUFFLE AZUL                        |      54.00
      9490 | MP3   2GB IPOD APPLE SHUFFLE ROSADO                      |      55.00
     62108 | MP3   2GB MOX MO-21 PLATA                                |      18.00
     62106 | MP3   2GB MOX MO-21 ROSADO                               |      18.00
     56382 | MP3   2GB QUANTA QN-50 AZUL                              |      17.00
     55327 | MP3   2GB QUANTA QN-50 NEGRO (E)                         |      17.00
     66205 | MP3   2GB QUANTA QN-50 PLATA (E)                         |      17.00
     20245 | MP3   2GB QUANTA QN-50 ROJO                              |      17.00
     23849 | MP3   2GB QUANTA QN-50 ROSADO (E)                        |      17.00
     19983 | MP3   2GB QUANTA QN-50 VERDE                             |      17.00
     37201 | MP3   2GB SKYMEDIA CELESTE                               |      17.00
     37212 | MP3   2GB SKYMEDIA LILA                                  |      17.00
     37216 | MP3   2GB SKYMEDIA PLATA                                 |      17.00
     44433 | MP3   4GB BAK BK-MP33G4 AZUL                             |      16.00
     33226 | MP3   4GB BAK BK-MP33G4 MARRON                           |      16.00
     77334 | MP3   4GB BAK BK-MP33G4 NEGRO                            |      16.00
     33644 | MP3   4GB BAK BK-MP33G4 PLATA                            |      16.00
     66336 | MP3   4GB BAK BK-MP33G4 ROJO                             |      16.00
     64833 | MP3   4GB BAK BK-MP33G4 ROSADO                           |      16.00
     89454 | MP3   4GB BAK BK-MP35G4 AZUL C/VISOR                     |      18.00
     66329 | MP3   4GB MOX MO-21 PLATA                                |      21.00
     66929 | MP3   4GB MOX MO-21 ROSADO                               |      21.00
     44236 | MP3   4GB NEW LIMIT AZUL (B)                             |      18.00
     11325 | MP3   4GB NEW LIMIT VERDE (B)                            |      16.00
     34042 | MP3   8GB IPOD APPLE NANO MC688ZY/A 6G GRAFITE           |     162.00
     33434 | MP3 BAK BK-MP303 C/ LEITOR T-FLASH AZUL                  |       8.00
     42354 | MP3 BAK BK-MP303 C/ LEITOR T-FLASH NEGRO                 |       8.00
     43433 | MP3 BAK BK-MP303 C/ LEITOR T-FLASH PLATA                 |       8.00
     33444 | MP3 BAK BK-MP303 C/ LEITOR T-FLASH ROSADO                |       8.00
     23003 | MP3 FM TRANSMITER BAK BK-CP3003 AZUL                     |      11.50
     30033 | MP3 FM TRANSMITER BAK BK-CP3003 NEGRO                    |      11.50
     33213 | MP3 FM TRANSMITER BAK BK-CP3003 ROJO                     |      11.50
     30715 | MP3 FM TRANSMITER BAK BK-CP3007 4GB AZUL                 |      17.00
     30729 | MP3 FM TRANSMITER BAK BK-CP3007 4GB NEGRO                |      17.00
     30745 | MP3 FM TRANSMITER BAK BK-CP3007 4GB ROJO                 |      18.00
     16737 | MP3 FM TRANSMITER BAK BK-H167 NEGRO                      |       8.00
     65260 | MP30 BAK BK-9888I 4B/4CH/TV/2C / RET./ BLANCO            |      66.00
     56071 | MP30 BAK BK-9888I 4B/4CH/TV/2C / RET./ GRIS              |      64.00
     10599 | MP30 BAK BK-9888I 4B/4CH/TV/2C / RET./ NEGRO             |      64.00
     62051 | MP30 BAK BK-9888I 4B/4CH/TV/2C / RET./ ROJO              |      65.00
     28706 | MP30 BAK BK-9888I 4B/4CH/TV/2C / RET./ ROSADO            |      64.00
     97733 | MP30 BAK BK-GPS9773 4B/3CH/TV/2C B.BERRY WIFI NEGR       |      84.00
     89783 | MP30 BAK BK-GPS9883 4B/3CH/TV/2C B.BERRY WIFI NEGR       |      84.00
     32658 | MP30 BAK BK-GPS9883 4B/3CH/TV/2C B.BERRY WIFI ROJO       |      84.00
     81463 | MP30 BAK BK-MP244C /4CH/TV/2.0 B.BERRY AZUL              |      47.00
     12700 | MP30 BAK BK-MP246W 4B/4CH/TV/1C B.BERRY AZUL             |      54.00
     88246 | MP30 BAK BK-MP246W 4B/4CH/TV/1C B.BERRY BLANCO           |      54.00
     24641 | MP30 BAK BK-MP246W 4B/4CH/TV/1C B.BERRY NEGRO            |      54.00
     15700 | MP30 BAK BK-MP246W 4B/4CH/TV/1C B.BERRY ROJO             |      54.00
     46462 | MP30 BAK BK-MP246W 4B/4CH/TV/1C B.BERRY ROSADO           |      54.00
     55645 | MP30 BAK BK-MP254C 4B/4CH/TV/2C B.BERRY BLANCO           |      53.00
     88454 | MP30 BAK BK-MP254C 4B/4CH/TV/2C B.BERRY NEGRO            |      49.00
     54454 | MP30 BAK BK-MP254C 4B/4CH/TV/2C B.BERRY ROJO             |      48.00
     44254 | MP30 BAK BK-MP254C 4B/4CH/TV/2C B.BERRY ROSADO           |      47.00
     26546 | MP30 BAK BK-MP264C 4B/4CH/TV/2C B.BERRY BLANCO           |      43.00
     26455 | MP30 BAK BK-MP264C 4B/4CH/TV/2C B.BERRY NEGRO            |      43.00
     44264 | MP30 BAK BK-MP264C 4B/4CH/TV/2C B.BERRY ROJO             |      43.00
     33354 | MP30 BAK BK-Q54C 4B/4CH/TV/2C B.BERRY BLANCO             |      42.00
     14739 | MP30 BAK BK-Q54C 4B/4CH/TV/2C B.BERRY NEGRO              |      41.00
     41454 | MP30 BAK BK-Q54C 4B/4CH/TV/2C B.BERRY ROJO               |      41.00
     58714 | MP30 BAK BK-Q54C 4B/4CH/TV/2C B.BERRY ROJO/NEGRO         |      41.00
     54854 | MP30 BAK BK-Q54C 4B/4CH/TV/2C B.BERRY ROSADO             |      41.00
     35648 | MP30 BAK MP-244C 4B/4CH/TV/2C B.BERRY PLATA/NEGR         |      47.00
     65826 | MP30 BAK MP-244C 4B/4CH/TV/2C B.BERRY ROJO/NEGRO         |      47.00
     31537 | MP30 BAK MP-244C 4B/4CH/TV/2C B.BERRY ROSADO/NEGRO       |      47.00
     14336 | MP30 KAIOMY AEGIS 1433B 4B/4CH/TV/2C NEGRO               |      54.00
     33149 | MP30 KAIOMY AEGIS 1433R 4B/4CH/TV/2C ROJO                |      54.00
     14569 | MP30 KAIOMY AEGIS 1433W 4B/4CH/TV/2C BLANC               |      54.00
     85796 | MP30 MOX MO-6415 4B/2CH/TV/2C WIFI B.BERRY BLANCO        |     132.00
     47695 | MP30 MOX MO-6415 4B/2CH/TV/2C WIFI B.BERRY GRIS          |     132.00
     41648 | MP30 X-TECH XT-B08 4B/4CH/TV/2C B.BERRY AZUL             |      55.00
     81104 | MP30 X-TECH XT-B08 4B/4CH/TV/2C B.BERRY NEGRO            |      55.00
     54437 | MP35 BAK BK-Q544WF 4B/4CH/TV/2C B.BERRY BLANCO/ROJ       |      54.00
     26193 | MP4   2GB MOX MO-27 PLATA MICRO SD                       |      22.00
     27659 | MP4   2GB MOX MO-27 ROSADO MICRO SD                      |      22.00
     26196 | MP4   2GB MOX MO-28 NEGRO C/SPEAKER                      |      21.00
     26195 | MP4   2GB MOX MO-28 PLATA  C/SPEAKER                     |      21.00
     26194 | MP4   2GB MOX MO-28 ROSADO C/SPEAKER                     |      21.00
     35250 | MP4   2GB MOX MO-T250 3.5'' ISDB-T ROJO/NEGRO            |      59.00
     34125 | MP4   2GB ORANGE OR-MP200 PLATA                          |      32.00
     18211 | MP4   2GB SKYMEDIA C/ SPEAKER ROJO                       |      20.00
     18210 | MP4   2GB SKYMEDIA C/ SPEAKER ROSADO                     |      20.00
     42644 | MP4   4GB BAK BK-MP42G4 NEGRO                            |      26.00
     42646 | MP4   4GB BAK BK-MP42G4 ROJO                             |      26.00
     67824 | MP4   4GB BAK BK-MP42G4 ROSADO                           |      25.50
     85443 | MP4   4GB BAK BK-MP43G4 AZUL C/SPEAKER                   |      24.00
     65876 | MP4   4GB BAK BK-MP43G4 NEGRO C/SPEAKER                  |      24.00
     95434 | MP4   4GB BAK BK-MP43G4 PLATA C/SPEAKER                  |      26.00
     44364 | MP4   4GB BAK BK-MP43G4 ROJO C/SPEAKER                   |      26.00
     94364 | MP4   4GB BAK BK-MP43G4 ROSADO C/SPEAKER                 |      24.00
     48651 | MP4   4GB MOX MO-28 NEGRO C/SPEAKER                      |      22.00
     46631 | MP4   4GB MOX MO-28 ROSADO C/SPEAKER                     |      22.00
     76891 | MP4   4GB QUANTA QN-100 AZUL                             |      25.00
     67871 | MP4   4GB QUANTA QN-100 PLATA (E)                        |      24.00
     20354 | MP4   4GB QUANTA QN-100 ROJO                             |      25.00
     59728 | MP4   4GB QUANTA QN-100 ROSADO (E)                       |      25.00
     20467 | MP4   4GB QUANTA QN-100 VERDE                            |      25.00
     18407 | MP4   4GB SKYMEDIA C/ SPEAKER AZUL                       |      24.00
     18404 | MP4   4GB SKYMEDIA C/ SPEAKER ROSADO                     |      24.00
     25631 | MP40 BAK 9800WF 4B/4CH/TVD/ B.BERRY WIFI ROJO/NEGR       |      84.00
     40980 | MP40 BAK 9800WF 4B/4CH/TVD/2C B.BERRY ROSADO             |      84.00
     87063 | MP40 BAK 9800WF 4B/4CH/TVD/2C B.BERRY WIFI ROJO          |      84.00
     65829 | MP5   4GB BAK BK-MP51G4 PLATA                            |      29.00
     65496 | MP5   4GB BAK BK-MP51G4 ROJO                             |      29.00
     87681 | MP5   4GB BAK BK-MP51G4 ROSADO                           |      29.00
     20525 | MP5  2GB MOX MO-25 PLATA  C/SPEAKER                      |      32.00
     56558 | MP5  4GB BAK BK-MP502 G4 NEGRO                           |      27.00
     50266 | MP5  4GB BAK BK-MP502 G4 PLATA                           |      27.00
     65983 | MP5  4GB BAK BK-MP51G4 NEGRO                             |      27.00
     40525 | MP5  4GB MOX MO-25 PLATA  C/SPEAKER                      |      32.50
     75617 | MP6 BAK BK-MP617i 4B/2CH/FM/1C AZUL/NEGRO                |      32.00
     44851 | MP6 BAK BK-MP617i 4B/2CH/FM/1C GRIS/NEGRO                |      32.00
     61717 | MP6 BAK BK-MP617i 4B/2CH/FM/1C LILA/NEGRO                |      32.00
     56172 | MP6 BAK BK-MP617i 4B/2CH/FM/1C ROJO/NEGRO                |      32.00
     12664 | MP6 BAK BK-MP664 4B/2CH/1C B.BERRY BLANCO                |      32.00
     43658 | MP6 BAK BK-MP664 4B/2CH/1C B.BERRY ROJO                  |      32.00
     42665 | MP6 BAK BK-MP665 4B/2CH/1C B.BERRY BLANCO                |      33.00
     26653 | MP6 BAK BK-MP665 4B/2CH/1C B.BERRY GRIS                  |      42.00
     51263 | MP6 BAK BK-MP665 4B/2CH/1C B.BERRY NEGRO                 |      33.00
     19211 | MP6 BAK BK-MP665 4B/2CH/1C B.BERRY ROJO                  |      33.00
     40338 | MP6 BAK BK-MPF452 FERRARI 4B/2CH/2C AZUL                 |      33.00
     37219 | MP6 BAK BK-MPF452 FERRARI 4B/2CH/2C NEGRO                |      33.00
     51873 | MP6 BAK BK-MPF452 FERRARI 4B/2CH/2C ROJO                 |      33.00
     77851 | MP6 BAK BK-MPF456 FERRARI 4B/2CH/2C AMARILLO             |      32.00
     56459 | MP6 BAK BK-MPF456 FERRARI 4B/2CH/2C AZUL                 |      33.00
     45608 | MP6 BAK BK-MPF456 FERRARI 4B/2CH/2C BLANCO               |      32.00
     13757 | MP6 BAK BK-MPF456 FERRARI 4B/2CH/2C NEGRO                |      33.00
     45642 | MP6 BAK BK-MPF456 FERRARI 4B/2CH/2C PLATA                |      32.00
     65039 | MP6 BAK BK-MPF456 FERRARI 4B/2CH/2C ROJO                 |      33.00
     28621 | MP6 BAK BK-MPF458 FERRARI 4B/2CH/1C DOURADO              |      56.00
     46050 | MP6 BAK BK-MPF460i 4B/2CH/FM/1C AMARILLO                 |      43.00
     46062 | MP6 BAK BK-MPF460i 4B/2CH/FM/1C CINZA                    |      43.00
     46012 | MP6 BAK BK-MPF460i 4B/2CH/FM/1C PLATA                    |      43.00
     64442 | MP6 BAK MP-644GS 4B/2CH/2C BLANCO                        |      42.00
     67644 | MP6 BAK MP-644GS 4B/2CH/2C NEGRO                         |      44.00
     56632 | MP6 BAK MP-663C 4B/3CH/FM/1C AZUL                        |      39.00
     63626 | MP6 BAK MP-663C 4B/3CH/FM/1C ROJO                        |      40.00
     66310 | MP6 BAK MP-663C 4B/3CH/FM/1C ROSADO                      |      39.00
     33749 | MP6 BAK MP-9785 4B/2CH/FM/2C BLANCO                      |      56.00
     53843 | MP6 BAK MP-9785 4B/2CH/FM/2C NEGRO                       |      56.00
     98756 | MP6 BAK MP-9785 4B/2CH/FM/2C ROJO                        |      56.00
     65453 | MP6 BAK MP-9785 4B/2CH/FM/2C ROSADO                      |      56.00
     53751 | MP6 BAK MP-9785 4B/2CH/FM/2C VERDE                       |      56.00
     55068 | MP6 BLU BAR Q T-40 4B/2CH/FM/1C NEGRO                    |      34.00
     55024 | MP6 BLU EZ2GO 4B/2CH/FM/1C GRAFITE                       |      50.00
     39127 | MP6 BLU EZ2GO 4B/2CH/FM/1C NEGRO                         |      50.00
     60164 | MP6 BLU Q110 SAMBA Q 4B/2CH/FM/1C B.BERRY NEGRO          |      38.00
     35110 | MP6 BLU Q110 SAMBA Q 4B/2CH/FM/1C B.BERRY ROJO           |      38.00
     46871 | MP6 BLU Q160 DEEJAY II 4B/2CH/FM/1C B.BERRY NEGRO        |      41.00
     25254 | MP6 BLU Q210 SAMBA MINI 4B/2CH/FM/1C B.BERRY PLATA       |      48.00
     25614 | MP6 BLU Q210 SAMBA MINI 4B/2CH/FM/1C B.BERRY VERDE       |      48.00
     21265 | MP6 BLU Q210 SAMBA MINI 4B/2CH/FM/C B.BERRY AMARIL       |      48.00
     21058 | MP6 BLU Q210 SAMBA MINI 4B/2CH/FM/C B.BERRY ROJO         |      48.00
     32836 | MP6 BLU R100 FLASH 4B/1CH/FM/2C NEGRO/ROJO               |      72.00
     43388 | MP6 BLU SAMBA 4B/2CH/FM/1C B.BERRY AZUL                  |      38.00
     38304 | MP6 BLU T210 DEEJAY 4B/2CH/FM BLANCO/AZUL                |      29.00
     35713 | MP6 BLU T210 DEEJAY 4B/2CH/FM BLANCO/LILA                |      29.00
     46625 | MP6 BLU T210 DEEJAY 4B/2CH/FM BLANCO/PLATA               |      29.00
     53310 | MP6 BLU T310 CLICK 4B/2CH/FM/1C NARANJA                  |      31.00
     75315 | MP6 BLU T310 CLICK 4B/2CH/FM/1C ROSADO                   |      31.00
     87843 | MP6 BLU TATTOO 4B/2CH/FM/1C B.BERRY AMARILLO             |      44.00
     32948 | MP6 BLU TATTOO 4B/2CH/FM/1C B.BERRY VERDE                |      44.00
     87764 | MP6 C3+ 4B/3CH/1C B.BERRY ROJO (B)                       |      37.00
     93064 | MP6 ECOPOWER EP-930 4B/2CH/2C NEGRO (G)                  |      60.00
     93022 | MP6 ECOPOWER EP-930 4B/2CH/2C VERDE (G)                  |      60.00
     84582 | MP6 F-458 FERRARI 4B/2CH/1C NEGRO/ROJO (B)               |      30.00
     43876 | MP6 F218 4B/3CH/FM/1C NEGRO/AZUL                         |      36.00
     68358 | MP6 F218 4B/3CH/FM/1C NEGRO/ROJO                         |      36.00
     78185 | MP6 F218 4B/3CH/FM/1C ROJO                               |      36.00
     30564 | MP6 MIDI MD-3CHIPS 4B/3CH/1C BLANCO                      |      34.00
     30121 | MP6 MIDI MD-3CHIPS 4B/3CH/1C ROJO                        |      34.00
     55922 | MP6 MIDI MD-559 4B/2CH/1C NARANJA                        |      32.00
     55959 | MP6 MIDI MD-559 4B/2CH/1C ROJO                           |      32.00
     28066 | MP6 MIDI MD-673 4B/2CH/1C GRAFITE/NEGRO                  |      34.00
     35267 | MP6 MIDI MD-673 4B/2CH/1C PLATA/BLANCO                   |      36.00
     21674 | MP6 MIDI MD-6730 4B/2CH/1C BLANCO/AZUL                   |      36.00
     33006 | MP6 MIDI MD-A33 4B/3CH/C BLANCO                          |      38.00
     66333 | MP6 MIDI MD-A33 4B/3CH/C GRIS                            |      38.00
     77033 | MP6 MIDI MD-A33 4B/3CH/C NEGRO/ROJO                      |      38.00
     95842 | MP6 MM95Y(N95) MINI 4B/2CH/2C MARRON/PLA/ RET. (B)       |      37.00
     40602 | MP6 MM95Y(N95) MINI 4B/2CH/2C ROSA/BLAN/ RET. (B)        |      37.00
     37818 | MP6 MM95Y(N95) MINI 4B/2CH/2C ROSA/BLAN/ RET. (B)        |      37.00
     44875 | MP6 MOBILE PHONES 4B/4CH/2C BLANCO/ROSADO (B)            |      51.00
     22227 | MP6 MOX MO-2F 4B/2CH/FM/2C AMARILLO/AZUL                 |      64.00
     22269 | MP6 MOX MO-2F 4B/2CH/FM/2C NEGRO/PLATA                   |      64.00
     22248 | MP6 MOX MO-2F 4B/2CH/FM/2C ROSADO/VERDE                  |      64.00
     30154 | MP6 MOX MO-301 4B/2CH/1C FERRARI AMARILLO                |      54.00
     30114 | MP6 MOX MO-301 4B/2CH/1C FERRARI CREME                   |      54.00
     30196 | MP6 MOX MO-301 4B/2CH/1C FERRARI NEGRO                   |      54.00
